Credit_rating,Age,Income,Credit_cards,Education,Car_loans
"Good",42.295,"High","5 or more","College","More than 2"
"Good",39.107,"High","5 or more","College","None or 1"
"Good",54.135,"High","5 or more","College","More than 2"
"Good",37.360,"Medium","Less than 5","High school","None or 1"
"Good",40.176,"Low","5 or more","High school","More than 2"
"Good",32.712,"Medium","Less than 5","High school","None or 1"
"Good",30.892,"Medium","5 or more","High school","More than 2"
"Good",34.038,"Medium","5 or more","High school","More than 2"
"Good",38.331,"High","5 or more","College","None or 1"
"Good",48.146,"High","5 or more","College","More than 2"
"Good",44.442,"Medium","5 or more","College","More than 2"
"Good",38.795,"Medium","Less than 5","College","None or 1"
"Good",38.605,"Medium","5 or more","High school","More than 2"
"Good",34.177,"Medium","Less than 5","High school","None or 1"
"Good",35.897,"Medium","Less than 5","College","None or 1"
"Good",32.467,"Medium","Less than 5","High school","None or 1"
"Good",29.451,"Medium","5 or more","College","More than 2"
"Good",38.443,"Medium","Less than 5","College","None or 1"
"Good",33.565,"High","5 or more","High school","More than 2"
"Good",27.268,"Medium","5 or more","High school","More than 2"
"Good",22.054,"High","Less than 5","High school","None or 1"
"Good",43.092,"Medium","Less than 5","College","None or 1"
"Good",39.998,"Low","5 or more","College","More than 2"
"Good",21.308,"Medium","5 or more","College","None or 1"
"Good",37.815,"Medium","5 or more","College","More than 2"
"Good",43.157,"High","Less than 5","College","None or 1"
"Good",35.616,"Medium","5 or more","High school","More than 2"
"Good",39.856,"High","5 or more","High school","More than 2"
"Good",38.359,"Medium","5 or more","High school","More than 2"
"Good",30.254,"High","Less than 5","College","More than 2"
"Good",34.278,"Medium","Less than 5","College","None or 1"
"Good",32.111,"Medium","Less than 5","College","None or 1"
"Good",47.191,"Medium","Less than 5","High school","None or 1"
"Good",36.082,"High","Less than 5","High school","None or 1"
"Good",26.828,"High","Less than 5","High school","None or 1"
"Good",29.619,"High","5 or more","High school","More than 2"
"Good",28.057,"High","Less than 5","College","More than 2"
"Good",29.155,"High","5 or more","High school","More than 2"
"Good",42.210,"Medium","Less than 5","High school","None or 1"
"Good",51.956,"Medium","Less than 5","College","More than 2"
"Good",34.403,"Medium","Less than 5","High school","None or 1"
"Good",43.413,"High","Less than 5","College","None or 1"
"Good",30.435,"Medium","Less than 5","College","None or 1"
"Good",37.861,"Medium","5 or more","High school","More than 2"
"Good",27.771,"Medium","Less than 5","High school","None or 1"
"Good",47.181,"Medium","Less than 5","High school","None or 1"
"Good",40.298,"High","5 or more","College","More than 2"
"Good",58.415,"Medium","5 or more","High school","None or 1"
"Good",24.820,"High","5 or more","College","More than 2"
"Good",37.302,"Medium","5 or more","High school","More than 2"
"Good",39.680,"High","5 or more","High school","None or 1"
"Good",40.074,"Medium","Less than 5","College","None or 1"
"Good",43.003,"High","Less than 5","College","None or 1"
"Good",44.747,"Medium","Less than 5","College","None or 1"
"Good",21.395,"High","5 or more","High school","More than 2"
"Good",41.434,"High","Less than 5","College","None or 1"
"Good",48.188,"Low","5 or more","High school","None or 1"
"Good",46.519,"Medium","5 or more","High school","More than 2"
"Good",33.296,"Medium","5 or more","High school","More than 2"
"Good",27.873,"Medium","Less than 5","College","None or 1"
"Good",49.515,"Medium","5 or more","College","More than 2"
"Good",35.868,"High","Less than 5","College","None or 1"
"Good",41.961,"High","5 or more","College","More than 2"
"Good",34.748,"Medium","Less than 5","College","None or 1"
"Good",33.725,"High","Less than 5","College","None or 1"
"Good",39.692,"High","Less than 5","High school","None or 1"
"Good",42.346,"High","5 or more","College","More than 2"
"Good",32.700,"High","5 or more","High school","More than 2"
"Good",26.273,"High","5 or more","High school","None or 1"
"Good",25.135,"High","5 or more","High school","More than 2"
"Good",29.538,"Medium","5 or more","High school","More than 2"
"Good",27.923,"High","Less than 5","High school","None or 1"
"Good",36.293,"High","5 or more","College","More than 2"
"Good",44.198,"Medium","Less than 5","College","None or 1"
"Good",34.529,"High","5 or more","College","More than 2"
"Good",41.151,"High","5 or more","High school","More than 2"
"Good",36.748,"Medium","5 or more","High school","More than 2"
"Good",37.525,"High","Less than 5","High school","None or 1"
"Good",46.603,"Medium","Less than 5","High school","None or 1"
"Good",31.457,"Low","5 or more","High school","More than 2"
"Good",36.147,"Low","Less than 5","College","More than 2"
"Good",55.333,"Medium","Less than 5","High school","None or 1"
"Good",27.117,"Medium","Less than 5","High school","None or 1"
"Good",37.360,"High","Less than 5","High school","None or 1"
"Good",27.994,"High","5 or more","College","More than 2"
"Good",42.184,"High","5 or more","College","More than 2"
"Good",39.575,"High","Less than 5","High school","None or 1"
"Good",39.848,"High","5 or more","College","More than 2"
"Good",40.670,"High","5 or more","College","More than 2"
"Good",35.226,"High","5 or more","College","More than 2"
"Good",37.552,"Medium","Less than 5","College","None or 1"
"Good",27.583,"Low","5 or more","High school","More than 2"
"Good",48.431,"Medium","Less than 5","College","More than 2"
"Good",44.293,"Low","Less than 5","College","None or 1"
"Good",27.851,"Medium","5 or more","College","More than 2"
"Good",22.916,"Medium","5 or more","High school","More than 2"
"Good",27.671,"Medium","Less than 5","College","None or 1"
"Good",32.298,"Medium","5 or more","College","More than 2"
"Good",32.887,"Medium","5 or more","College","More than 2"
"Good",21.615,"High","Less than 5","College","None or 1"
"Good",33.734,"High","Less than 5","High school","None or 1"
"Good",35.743,"High","Less than 5","College","None or 1"
"Good",35.636,"Medium","Less than 5","College","More than 2"
"Good",28.249,"High","Less than 5","College","None or 1"
"Good",43.124,"Medium","5 or more","College","More than 2"
"Good",47.277,"High","Less than 5","High school","None or 1"
"Good",35.930,"High","Less than 5","College","None or 1"
"Good",31.490,"Medium","5 or more","College","None or 1"
"Good",47.713,"High","5 or more","High school","More than 2"
"Good",59.462,"High","5 or more","College","More than 2"
"Good",32.351,"Low","Less than 5","High school","None or 1"
"Good",48.361,"High","5 or more","College","None or 1"
"Good",45.913,"Medium","Less than 5","College","None or 1"
"Good",40.730,"Medium","5 or more","High school","More than 2"
"Good",35.894,"Medium","5 or more","High school","More than 2"
"Good",34.322,"Medium","Less than 5","High school","More than 2"
"Good",33.665,"Medium","Less than 5","College","None or 1"
"Good",49.266,"High","5 or more","College","More than 2"
"Good",37.694,"High","Less than 5","College","None or 1"
"Good",34.765,"Medium","5 or more","College","More than 2"
"Good",45.792,"Medium","Less than 5","High school","None or 1"
"Good",21.088,"High","Less than 5","College","None or 1"
"Good",30.619,"High","5 or more","High school","More than 2"
"Good",41.917,"High","5 or more","High school","More than 2"
"Good",39.518,"Medium","Less than 5","High school","None or 1"
"Good",31.482,"High","Less than 5","High school","None or 1"
"Good",41.487,"High","Less than 5","College","None or 1"
"Good",34.759,"High","5 or more","High school","More than 2"
"Good",42.958,"High","5 or more","High school","More than 2"
"Good",31.631,"Medium","Less than 5","High school","None or 1"
"Good",39.021,"Medium","Less than 5","High school","None or 1"
"Good",51.110,"Medium","Less than 5","High school","None or 1"
"Good",35.591,"Medium","Less than 5","High school","None or 1"
"Good",41.782,"High","Less than 5","College","None or 1"
"Good",20.896,"Medium","Less than 5","College","None or 1"
"Good",31.923,"Medium","Less than 5","High school","None or 1"
"Good",45.062,"High","5 or more","College","More than 2"
"Good",40.548,"Medium","Less than 5","College","None or 1"
"Good",57.057,"Medium","Less than 5","High school","None or 1"
"Good",48.832,"Medium","Less than 5","High school","None or 1"
"Good",37.766,"High","5 or more","College","More than 2"
"Good",42.226,"High","5 or more","College","More than 2"
"Good",48.766,"High","5 or more","College","More than 2"
"Good",40.114,"High","Less than 5","College","None or 1"
"Good",33.348,"High","Less than 5","College","None or 1"
"Good",23.157,"Medium","5 or more","High school","More than 2"
"Good",39.390,"High","5 or more","College","More than 2"
"Good",33.756,"Medium","Less than 5","College","None or 1"
"Good",36.682,"Medium","Less than 5","College","None or 1"
"Good",28.297,"High","Less than 5","College","None or 1"
"Good",29.074,"High","5 or more","College","More than 2"
"Good",47.164,"High","Less than 5","College","None or 1"
"Good",27.170,"Low","Less than 5","High school","None or 1"
"Good",29.066,"Medium","5 or more","College","None or 1"
"Good",49.706,"High","5 or more","High school","More than 2"
"Good",40.498,"High","5 or more","College","More than 2"
"Good",32.845,"Medium","Less than 5","College","More than 2"
"Good",37.083,"Medium","Less than 5","High school","None or 1"
"Good",31.669,"High","Less than 5","High school","None or 1"
"Good",37.920,"High","5 or more","College","More than 2"
"Good",39.540,"Medium","Less than 5","College","None or 1"
"Good",40.535,"Medium","5 or more","College","More than 2"
"Good",26.485,"High","Less than 5","High school","More than 2"
"Good",36.301,"Medium","5 or more","College","More than 2"
"Good",40.665,"High","Less than 5","College","None or 1"
"Good",50.918,"High","5 or more","College","More than 2"
"Good",27.274,"Medium","Less than 5","College","None or 1"
"Good",30.206,"Low","Less than 5","College","None or 1"
"Good",41.417,"Medium","Less than 5","High school","None or 1"
"Good",24.700,"Medium","Less than 5","High school","None or 1"
"Good",40.439,"Low","5 or more","High school","More than 2"
"Good",32.567,"Medium","5 or more","High school","More than 2"
"Good",20.550,"Medium","Less than 5","High school","None or 1"
"Good",28.792,"High","5 or more","College","More than 2"
"Good",35.980,"High","Less than 5","College","None or 1"
"Good",27.971,"High","Less than 5","High school","None or 1"
"Good",28.130,"High","5 or more","College","More than 2"
"Good",37.339,"High","5 or more","College","More than 2"
"Good",34.820,"High","5 or more","High school","More than 2"
"Good",42.866,"Medium","5 or more","High school","More than 2"
"Good",38.356,"Medium","5 or more","College","More than 2"
"Good",41.744,"High","Less than 5","College","None or 1"
"Good",28.098,"Medium","Less than 5","College","None or 1"
"Good",36.231,"High","5 or more","College","More than 2"
"Good",33.240,"High","5 or more","High school","None or 1"
"Good",33.443,"Medium","5 or more","High school","More than 2"
"Good",27.787,"High","Less than 5","College","None or 1"
"Good",27.902,"Medium","5 or more","College","More than 2"
"Good",38.413,"Medium","Less than 5","High school","None or 1"
"Good",31.145,"High","5 or more","High school","More than 2"
"Good",53.144,"High","5 or more","College","More than 2"
"Good",33.939,"High","Less than 5","College","None or 1"
"Good",44.775,"Medium","Less than 5","College","None or 1"
"Good",29.922,"High","5 or more","High school","None or 1"
"Good",20.615,"High","5 or more","College","More than 2"
"Good",29.298,"High","Less than 5","High school","None or 1"
"Good",39.482,"High","Less than 5","College","None or 1"
"Good",39.068,"Medium","Less than 5","High school","None or 1"
"Good",48.651,"High","Less than 5","College","None or 1"
"Good",41.639,"Medium","Less than 5","High school","None or 1"
"Good",31.960,"Medium","Less than 5","College","None or 1"
"Good",42.348,"High","Less than 5","College","None or 1"
"Good",47.833,"High","Less than 5","High school","None or 1"
"Good",34.167,"High","5 or more","High school","More than 2"
"Good",42.342,"Medium","Less than 5","College","None or 1"
"Good",26.372,"High","Less than 5","High school","None or 1"
"Good",30.958,"High","Less than 5","High school","None or 1"
"Good",33.522,"High","5 or more","High school","More than 2"
"Good",28.277,"High","Less than 5","High school","None or 1"
"Good",35.760,"Medium","Less than 5","College","None or 1"
"Good",52.591,"High","5 or more","High school","None or 1"
"Good",43.015,"Medium","Less than 5","College","None or 1"
"Good",38.584,"High","5 or more","High school","More than 2"
"Good",29.342,"Medium","Less than 5","College","None or 1"
"Good",46.653,"High","Less than 5","High school","None or 1"
"Good",31.588,"Low","5 or more","High school","None or 1"
"Good",26.145,"Low","Less than 5","College","None or 1"
"Good",46.213,"High","5 or more","High school","More than 2"
"Good",40.593,"Medium","5 or more","College","More than 2"
"Good",45.875,"High","5 or more","College","More than 2"
"Good",26.200,"High","5 or more","High school","More than 2"
"Good",57.429,"High","5 or more","High school","More than 2"
"Good",52.361,"Medium","Less than 5","College","None or 1"
"Good",43.447,"Low","5 or more","College","More than 2"
"Good",46.334,"High","Less than 5","College","None or 1"
"Good",22.920,"High","Less than 5","High school","None or 1"
"Good",24.476,"High","Less than 5","College","None or 1"
"Good",24.795,"High","Less than 5","High school","None or 1"
"Good",35.133,"Medium","Less than 5","High school","None or 1"
"Good",40.717,"Low","5 or more","College","More than 2"
"Good",44.196,"High","Less than 5","High school","None or 1"
"Good",41.178,"Medium","5 or more","High school","More than 2"
"Good",34.123,"High","Less than 5","High school","More than 2"
"Good",44.768,"Low","Less than 5","High school","None or 1"
"Good",35.846,"High","5 or more","High school","More than 2"
"Good",20.134,"Medium","Less than 5","College","None or 1"
"Good",42.744,"High","5 or more","High school","More than 2"
"Good",29.785,"Medium","5 or more","College","More than 2"
"Good",21.292,"Low","Less than 5","College","None or 1"
"Good",47.054,"Medium","Less than 5","High school","None or 1"
"Good",27.928,"Medium","Less than 5","College","More than 2"
"Good",46.188,"Low","Less than 5","High school","None or 1"
"Good",43.035,"High","Less than 5","College","None or 1"
"Good",33.449,"Medium","5 or more","High school","More than 2"
"Good",24.845,"High","Less than 5","High school","None or 1"
"Good",32.658,"High","5 or more","High school","More than 2"
"Good",34.912,"Medium","Less than 5","High school","More than 2"
"Good",51.048,"High","5 or more","High school","More than 2"
"Good",35.258,"High","5 or more","College","More than 2"
"Good",24.241,"Medium","Less than 5","High school","More than 2"
"Good",47.080,"High","5 or more","College","More than 2"
"Good",29.090,"High","5 or more","High school","More than 2"
"Good",39.385,"High","5 or more","High school","More than 2"
"Good",37.410,"High","5 or more","High school","None or 1"
"Good",25.705,"Medium","Less than 5","High school","None or 1"
"Good",39.008,"Low","Less than 5","High school","None or 1"
"Good",39.978,"High","5 or more","High school","More than 2"
"Good",33.112,"Medium","Less than 5","High school","More than 2"
"Good",43.864,"High","Less than 5","College","None or 1"
"Good",46.286,"Medium","5 or more","High school","None or 1"
"Good",47.282,"High","5 or more","College","More than 2"
"Good",48.295,"High","5 or more","High school","More than 2"
"Good",31.939,"Medium","Less than 5","College","More than 2"
"Good",31.921,"High","Less than 5","College","More than 2"
"Good",39.355,"High","5 or more","College","More than 2"
"Good",44.488,"High","Less than 5","High school","None or 1"
"Good",29.877,"Medium","Less than 5","College","None or 1"
"Good",34.820,"Medium","Less than 5","High school","None or 1"
"Good",33.844,"High","5 or more","High school","More than 2"
"Good",40.835,"Medium","Less than 5","College","None or 1"
"Good",36.812,"High","5 or more","High school","More than 2"
"Good",33.712,"Medium","5 or more","College","None or 1"
"Good",28.722,"Medium","Less than 5","College","More than 2"
"Good",44.650,"High","5 or more","College","More than 2"
"Good",26.772,"High","5 or more","High school","More than 2"
"Good",49.214,"High","5 or more","College","More than 2"
"Good",32.591,"Medium","Less than 5","College","More than 2"
"Good",32.835,"High","Less than 5","High school","None or 1"
"Good",24.132,"Medium","5 or more","High school","More than 2"
"Good",39.412,"High","5 or more","High school","More than 2"
"Good",49.068,"High","5 or more","College","More than 2"
"Good",44.882,"Medium","5 or more","College","More than 2"
"Good",44.877,"Medium","Less than 5","College","None or 1"
"Good",49.352,"Medium","5 or more","High school","More than 2"
"Good",31.158,"Medium","Less than 5","College","None or 1"
"Good",30.687,"Medium","5 or more","High school","None or 1"
"Good",45.522,"High","5 or more","High school","More than 2"
"Good",42.087,"Low","Less than 5","High school","None or 1"
"Good",30.465,"High","5 or more","College","More than 2"
"Good",40.276,"Medium","5 or more","College","More than 2"
"Good",27.880,"Medium","Less than 5","High school","None or 1"
"Good",48.688,"High","5 or more","High school","More than 2"
"Good",36.111,"High","5 or more","High school","None or 1"
"Good",40.963,"Medium","Less than 5","College","None or 1"
"Good",36.023,"Medium","5 or more","College","More than 2"
"Good",47.792,"High","Less than 5","College","None or 1"
"Good",48.777,"Medium","5 or more","College","More than 2"
"Good",47.776,"Medium","5 or more","College","More than 2"
"Good",47.275,"Medium","Less than 5","College","None or 1"
"Good",40.784,"High","5 or more","High school","None or 1"
"Good",48.632,"High","5 or more","College","More than 2"
"Good",23.901,"Medium","5 or more","High school","More than 2"
"Good",30.908,"High","Less than 5","College","None or 1"
"Good",40.660,"High","Less than 5","College","None or 1"
"Good",44.899,"Medium","5 or more","High school","More than 2"
"Good",45.024,"Medium","Less than 5","High school","More than 2"
"Good",35.998,"Medium","5 or more","College","More than 2"
"Good",29.907,"Low","Less than 5","College","None or 1"
"Good",47.763,"High","5 or more","High school","More than 2"
"Good",28.190,"High","Less than 5","High school","None or 1"
"Good",34.376,"Medium","5 or more","High school","More than 2"
"Good",38.245,"High","5 or more","High school","None or 1"
"Good",35.782,"Medium","Less than 5","College","None or 1"
"Good",30.882,"Medium","5 or more","High school","More than 2"
"Good",43.920,"High","5 or more","High school","More than 2"
"Good",26.699,"Medium","Less than 5","College","None or 1"
"Good",38.904,"Medium","5 or more","College","More than 2"
"Good",38.679,"High","Less than 5","College","More than 2"
"Good",50.713,"Medium","5 or more","High school","More than 2"
"Good",38.730,"High","Less than 5","College","None or 1"
"Good",44.249,"Medium","Less than 5","College","None or 1"
"Good",22.456,"High","Less than 5","College","None or 1"
"Good",31.019,"High","5 or more","High school","None or 1"
"Good",31.988,"High","5 or more","High school","More than 2"
"Good",28.924,"High","5 or more","College","More than 2"
"Good",22.487,"Low","Less than 5","College","None or 1"
"Good",24.764,"Medium","Less than 5","College","None or 1"
"Good",50.416,"Medium","Less than 5","High school","None or 1"
"Good",35.912,"Medium","5 or more","College","More than 2"
"Good",49.915,"Medium","Less than 5","High school","None or 1"
"Good",44.994,"High","5 or more","College","More than 2"
"Good",27.466,"High","5 or more","College","More than 2"
"Good",28.088,"High","Less than 5","College","None or 1"
"Good",24.963,"High","5 or more","College","More than 2"
"Good",48.490,"High","5 or more","High school","More than 2"
"Good",43.225,"High","5 or more","College","More than 2"
"Good",38.814,"Medium","Less than 5","College","None or 1"
"Good",35.932,"High","5 or more","High school","More than 2"
"Good",40.808,"High","5 or more","High school","More than 2"
"Good",37.018,"High","Less than 5","High school","None or 1"
"Good",41.497,"High","Less than 5","College","None or 1"
"Good",35.465,"Medium","5 or more","College","None or 1"
"Good",34.823,"Medium","Less than 5","College","None or 1"
"Good",25.101,"Medium","5 or more","High school","More than 2"
"Good",44.843,"High","5 or more","High school","More than 2"
"Good",24.725,"High","5 or more","High school","More than 2"
"Good",45.413,"High","Less than 5","College","None or 1"
"Good",38.740,"High","5 or more","High school","More than 2"
"Good",25.208,"Medium","Less than 5","High school","None or 1"
"Good",33.580,"High","Less than 5","College","More than 2"
"Good",43.264,"Medium","5 or more","College","More than 2"
"Good",27.311,"High","5 or more","High school","More than 2"
"Good",47.965,"Medium","5 or more","High school","More than 2"
"Good",38.415,"High","5 or more","High school","More than 2"
"Good",30.605,"High","Less than 5","High school","None or 1"
"Good",43.922,"Medium","5 or more","College","More than 2"
"Good",44.442,"Medium","5 or more","College","More than 2"
"Good",38.375,"Medium","Less than 5","College","None or 1"
"Good",46.481,"Low","Less than 5","College","None or 1"
"Good",38.426,"High","Less than 5","College","None or 1"
"Good",35.888,"Medium","5 or more","College","More than 2"
"Good",28.175,"Medium","Less than 5","High school","None or 1"
"Good",20.851,"Medium","5 or more","College","More than 2"
"Good",34.563,"High","5 or more","High school","More than 2"
"Good",41.701,"Low","5 or more","College","None or 1"
"Good",41.264,"Medium","5 or more","College","More than 2"
"Good",47.731,"Medium","5 or more","College","None or 1"
"Good",38.311,"Medium","5 or more","College","More than 2"
"Good",39.649,"High","5 or more","High school","More than 2"
"Good",39.858,"Medium","5 or more","High school","None or 1"
"Good",50.043,"Medium","Less than 5","College","None or 1"
"Good",32.098,"Medium","5 or more","College","None or 1"
"Good",22.802,"Medium","Less than 5","College","More than 2"
"Good",42.002,"High","5 or more","College","More than 2"
"Good",26.342,"Medium","5 or more","High school","More than 2"
"Good",47.546,"High","5 or more","College","None or 1"
"Good",40.814,"Medium","5 or more","High school","More than 2"
"Good",34.647,"Medium","5 or more","College","More than 2"
"Good",43.260,"Medium","Less than 5","College","None or 1"
"Good",29.700,"Medium","Less than 5","College","None or 1"
"Good",22.316,"High","5 or more","High school","More than 2"
"Good",29.773,"High","5 or more","High school","More than 2"
"Good",43.865,"Low","5 or more","College","More than 2"
"Good",39.239,"Medium","Less than 5","College","None or 1"
"Good",28.651,"Medium","5 or more","High school","More than 2"
"Good",50.670,"Medium","5 or more","High school","More than 2"
"Good",37.672,"High","Less than 5","College","None or 1"
"Good",42.426,"High","Less than 5","College","None or 1"
"Good",32.791,"High","Less than 5","College","None or 1"
"Good",35.447,"High","Less than 5","High school","None or 1"
"Good",26.998,"Low","Less than 5","High school","None or 1"
"Good",32.972,"Medium","Less than 5","College","None or 1"
"Good",31.902,"High","Less than 5","College","None or 1"
"Good",45.842,"High","5 or more","College","More than 2"
"Good",34.514,"Medium","5 or more","High school","None or 1"
"Good",47.585,"High","Less than 5","High school","None or 1"
"Good",45.269,"Medium","5 or more","College","More than 2"
"Good",26.155,"Medium","Less than 5","College","None or 1"
"Good",27.465,"High","Less than 5","College","None or 1"
"Good",28.403,"High","5 or more","High school","More than 2"
"Good",38.660,"Medium","5 or more","College","More than 2"
"Good",30.243,"High","5 or more","High school","More than 2"
"Good",35.861,"High","5 or more","College","More than 2"
"Good",49.790,"High","5 or more","High school","More than 2"
"Good",38.382,"Medium","Less than 5","High school","None or 1"
"Good",33.320,"High","5 or more","College","More than 2"
"Good",46.624,"High","5 or more","College","More than 2"
"Good",32.875,"High","Less than 5","College","None or 1"
"Good",47.394,"High","5 or more","College","More than 2"
"Good",22.775,"Low","5 or more","College","More than 2"
"Good",32.143,"Low","Less than 5","College","None or 1"
"Good",35.006,"Medium","5 or more","High school","More than 2"
"Good",46.667,"Low","Less than 5","High school","None or 1"
"Good",25.613,"High","5 or more","College","More than 2"
"Good",31.174,"Medium","5 or more","College","More than 2"
"Good",28.498,"Medium","5 or more","High school","None or 1"
"Good",34.304,"Medium","Less than 5","College","None or 1"
"Good",48.046,"Medium","5 or more","College","More than 2"
"Good",33.331,"High","5 or more","College","More than 2"
"Good",27.923,"Medium","5 or more","High school","More than 2"
"Good",33.204,"Medium","5 or more","College","More than 2"
"Good",40.409,"Medium","Less than 5","College","None or 1"
"Good",27.782,"High","Less than 5","High school","None or 1"
"Good",33.108,"Medium","Less than 5","High school","More than 2"
"Good",55.934,"High","Less than 5","High school","More than 2"
"Good",27.923,"Medium","5 or more","High school","More than 2"
"Good",49.677,"Medium","5 or more","College","More than 2"
"Good",27.955,"Medium","5 or more","High school","More than 2"
"Good",21.752,"High","5 or more","High school","More than 2"
"Good",21.978,"High","5 or more","College","More than 2"
"Good",26.829,"High","Less than 5","High school","None or 1"
"Good",34.751,"Medium","Less than 5","High school","None or 1"
"Good",33.132,"Medium","5 or more","High school","More than 2"
"Good",30.903,"High","5 or more","College","More than 2"
"Good",46.135,"High","Less than 5","High school","None or 1"
"Good",31.282,"Medium","5 or more","College","More than 2"
"Good",42.987,"High","5 or more","College","More than 2"
"Good",37.025,"High","Less than 5","College","None or 1"
"Good",27.267,"Medium","5 or more","College","None or 1"
"Good",22.423,"Low","Less than 5","High school","None or 1"
"Good",50.379,"High","5 or more","High school","More than 2"
"Good",28.691,"Medium","5 or more","High school","More than 2"
"Good",21.787,"High","Less than 5","High school","None or 1"
"Good",39.002,"Medium","5 or more","College","More than 2"
"Good",21.191,"Medium","5 or more","College","More than 2"
"Good",25.534,"High","5 or more","High school","None or 1"
"Good",33.179,"High","5 or more","College","More than 2"
"Good",46.358,"Medium","Less than 5","College","None or 1"
"Good",53.703,"Medium","5 or more","College","More than 2"
"Good",29.616,"Medium","5 or more","High school","More than 2"
"Good",41.651,"High","5 or more","High school","More than 2"
"Good",30.886,"Medium","Less than 5","High school","None or 1"
"Good",39.273,"Medium","5 or more","High school","More than 2"
"Good",20.327,"High","5 or more","College","More than 2"
"Good",59.777,"High","5 or more","College","More than 2"
"Good",28.999,"High","Less than 5","High school","None or 1"
"Good",33.696,"High","5 or more","High school","More than 2"
"Good",21.902,"Medium","5 or more","College","More than 2"
"Good",53.367,"High","Less than 5","High school","None or 1"
"Good",49.468,"High","Less than 5","College","None or 1"
"Good",41.866,"Medium","Less than 5","College","None or 1"
"Good",35.860,"Medium","Less than 5","College","None or 1"
"Good",33.275,"Medium","Less than 5","College","None or 1"
"Good",26.123,"Medium","5 or more","High school","More than 2"
"Good",20.721,"Medium","5 or more","High school","More than 2"
"Good",45.772,"Medium","5 or more","High school","More than 2"
"Good",53.755,"High","5 or more","High school","More than 2"
"Good",43.555,"Medium","5 or more","College","None or 1"
"Good",32.073,"High","Less than 5","College","More than 2"
"Good",33.759,"Medium","Less than 5","High school","More than 2"
"Good",26.893,"Medium","Less than 5","High school","None or 1"
"Good",39.259,"Medium","Less than 5","College","None or 1"
"Good",57.394,"High","5 or more","College","More than 2"
"Good",29.026,"Medium","5 or more","College","More than 2"
"Good",50.241,"Medium","Less than 5","College","None or 1"
"Good",57.096,"High","5 or more","High school","None or 1"
"Good",47.297,"Low","5 or more","High school","More than 2"
"Good",62.451,"Medium","5 or more","High school","None or 1"
"Good",39.692,"Medium","5 or more","College","More than 2"
"Good",42.837,"High","5 or more","College","More than 2"
"Good",35.699,"Medium","5 or more","College","None or 1"
"Good",25.097,"High","Less than 5","High school","None or 1"
"Good",39.612,"Medium","5 or more","College","More than 2"
"Good",39.304,"High","Less than 5","College","None or 1"
"Good",46.992,"High","Less than 5","High school","None or 1"
"Good",25.840,"Medium","5 or more","College","More than 2"
"Good",40.255,"Medium","5 or more","High school","More than 2"
"Good",37.699,"Medium","5 or more","High school","More than 2"
"Good",38.255,"Medium","Less than 5","High school","None or 1"
"Good",36.308,"Medium","5 or more","College","More than 2"
"Good",44.537,"High","5 or more","College","More than 2"
"Good",47.471,"High","5 or more","High school","More than 2"
"Good",28.444,"High","Less than 5","College","None or 1"
"Good",42.872,"High","Less than 5","College","None or 1"
"Good",43.603,"Medium","5 or more","High school","More than 2"
"Good",37.521,"High","5 or more","College","More than 2"
"Good",38.260,"High","Less than 5","High school","None or 1"
"Good",27.435,"High","5 or more","High school","More than 2"
"Good",25.574,"High","5 or more","College","More than 2"
"Good",38.603,"High","Less than 5","College","None or 1"
"Good",31.911,"High","5 or more","College","More than 2"
"Good",33.547,"High","Less than 5","College","None or 1"
"Good",33.503,"High","Less than 5","College","None or 1"
"Good",31.500,"High","Less than 5","College","None or 1"
"Good",30.396,"High","5 or more","College","More than 2"
"Good",23.908,"High","5 or more","High school","More than 2"
"Good",24.950,"Medium","Less than 5","High school","More than 2"
"Good",38.322,"High","5 or more","College","More than 2"
"Good",41.059,"High","5 or more","High school","More than 2"
"Good",37.971,"Medium","Less than 5","College","None or 1"
"Good",41.885,"Medium","Less than 5","High school","None or 1"
"Good",28.081,"Medium","Less than 5","High school","None or 1"
"Good",33.037,"High","Less than 5","College","More than 2"
"Good",41.313,"High","Less than 5","College","None or 1"
"Good",38.874,"High","5 or more","High school","More than 2"
"Good",41.694,"High","5 or more","College","None or 1"
"Good",46.112,"High","5 or more","College","More than 2"
"Good",31.413,"High","Less than 5","High school","None or 1"
"Good",40.612,"High","5 or more","High school","More than 2"
"Good",23.901,"Medium","Less than 5","High school","None or 1"
"Good",30.108,"Medium","5 or more","College","More than 2"
"Good",27.419,"Medium","Less than 5","High school","More than 2"
"Good",20.883,"Medium","5 or more","College","More than 2"
"Good",34.055,"Medium","Less than 5","High school","None or 1"
"Good",39.410,"High","Less than 5","High school","None or 1"
"Good",29.420,"High","Less than 5","High school","None or 1"
"Good",28.831,"High","Less than 5","College","None or 1"
"Good",39.821,"Medium","5 or more","High school","More than 2"
"Good",35.392,"Medium","Less than 5","College","None or 1"
"Good",30.865,"Medium","5 or more","High school","More than 2"
"Good",39.989,"Medium","Less than 5","College","More than 2"
"Good",27.972,"High","Less than 5","College","None or 1"
"Good",47.973,"Medium","5 or more","College","More than 2"
"Good",38.079,"High","Less than 5","College","More than 2"
"Good",31.200,"Medium","Less than 5","College","None or 1"
"Good",25.271,"High","Less than 5","High school","None or 1"
"Good",27.763,"Medium","Less than 5","High school","None or 1"
"Good",35.377,"Medium","5 or more","College","More than 2"
"Good",34.655,"High","Less than 5","High school","None or 1"
