CUSTID,性別,地区,アクセサリ合計金額,インナーウエア合計金額,バッグ合計金額,化粧品合計金額,衣服合計金額,靴合計金額,食品合計金額,合計金額
101735,"F","東区",0,0,0,7800,9480,0,21540,38820
101737,"F","東区",1760,2580,0,4275,5441,0,6576,20632
101740,"F","北区",6176,8114,26140,3510,11438,7780,6404,69562
101741,"M","東区",0,14500,11140,1115,3316,38150,9439,77660
101742,"F","北区",8480,8100,0,16085,10760,0,15840,59265
101743,"M","西区",0,0,9890,21980,32310,4430,2880,71490
101748,"M","北区",6879,9024,3100,20597,5440,5298,8420,58758
101751,"F","西区",0,0,1575,33185,26055,10808,42240,113863
101753,"M","西区",4200,0,6224,25200,12500,43840,0,91964
101755,"F","西区",0,8637,0,1560,8621,1544,385316,405678
101761,"F","西区",0,24210,6128,15062,6210,79744,7444,138798
101762,"M","西区",0,4000,4050,6980,19360,0,0,34390
101763,"M","東区",0,1626,0,7227,3980,0,0,12833
101764,"F","北区",0,2779,1140,4916,1277,15901,0,26013
101768,"F","北区",0,0,0,408374,0,3600,6750,418724
101770,"M","東区",0,40202,2585,14183,39395,6480,0,102845
101773,"F","東区",0,0,0,6494,1170,1010,5256,13930
101774,"F","西区",0,1283,0,12251,1661,3671,1620,20486
101776,"M","西区",0,38718,0,22370,14639,118300,26180,220207
101779,"M","西区",0,21744,18240,33738,0,0,17757,91479
101780,"M","東区",1490,21765,42983,177462,27044,195900,11197,477841
101781,"F","西区",49491,22669,28971,196528,65443,72709,56985,492796
101783,"F","東区",0,0,5121,30062,14900,3450,0,53533
101786,"M","北区",1330,24815,7856,77298,35226,19088,5400,171013
101789,"F","東区",0,1041,20700,20700,26907,0,28433,97781
101792,"M","北区",9986,24823,12147,74150,0,22454,6370,149930
101793,"M","西区",7776,51544,0,42352,7000,13200,7636,129508
101794,"M","北区",3680,0,3800,52690,14600,0,0,74770
101797,"F","西区",0,24154,0,16064,5940,20200,5560,71918
101798,"F","北区",6657,66517,30346,67861,66326,32029,21615,291351
101803,"M","北区",6318,14422,33952,69050,154007,6853,14161,298763
101805,"F","西区",0,15425,9780,98675,39200,1960,0,165040
101810,"F","北区",3875,7410,0,21078,9640,10750,9700,62453
101814,"F","西区",0,9800,10800,4302,1045,9330,6955,42232
101816,"F","西区",0,0,10710,100885,7760,61940,69200,250495
101818,"M","東区",0,0,8315,3480,51325,0,8900,72020
101820,"F","西区",0,5225,42250,46915,70026,6791,10305,181512
101824,"F","西区",0,28306,5200,41676,4250,0,10450,89882
101825,"F","西区",0,5083,25292,0,16342,10158,8248,65123
101827,"M","北区",0,6648,3600,28196,17702,2830,3152,62128
101829,"M","東区",0,0,32000,37502,1550,0,13266,84318
101830,"F","西区",3680,0,0,0,54357,73290,0,131327
101831,"F","北区",1357,15306,0,11880,3199,3631,2960,38333
101834,"M","北区",0,0,1980,6824,23480,0,1500,33784
101836,"F","北区",0,66832,13212,27836,41840,98265,15132,263117
101839,"F","西区",28426,20860,0,50999,67522,8410,19883,196100
101841,"F","西区",2862,3936,69400,6299,9390,7200,0,99087
101844,"F","西区",0,0,1123,16800,50480,0,1180,69583
101846,"M","北区",0,9900,0,0,15440,0,0,25340
101848,"F","東区",0,161270,25500,186150,1557421,0,63620,1993961
101850,"F","北区",6800,76275,125865,105322,210735,27450,120184,672631
101852,"F","北区",0,20230,40941,2646,13075,9600,3980,90472
101853,"M","北区",8100,9436,17511,0,0,0,0,35047
101854,"M","北区",0,8743,8800,36795,49807,21260,0,125405
101855,"M","北区",11025,21520,3490,32774,46152,34230,4310,153501
101860,"F","東区",4950,1845,0,36000,10918,17370,0,71083
101862,"M","西区",0,1045,0,62376,0,1796,0,65217
101867,"F","東区",0,0,3700,58550,256700,34500,12075,365525
101870,"M","北区",0,4902,0,2014,51750,19870,0,78536
101883,"F","西区",0,26118,22161,1008,37684,0,1626,88597
101884,"M","北区",0,4526,20308,20880,0,1710,39036,86460
101885,"F","北区",0,0,31196,26653,36722,5703,1160,101434
101888,"M","西区",7282,73215,15390,16370,11250,3765,60650,187922
101889,"M","西区",0,0,0,0,12560,0,34680,47240
101890,"F","東区",10000,24990,14920,44412,26553,23907,1190,145972
101891,"F","西区",0,0,9083,10400,7940,0,42016,69439
101892,"M","北区",22543,71797,15915,32549,188728,14525,22261,368318
101893,"M","西区",0,2175,0,6400,28510,32343,0,69428
101897,"M","北区",0,2030,0,1300,9510,0,34854,47694
101898,"F","西区",0,4761,0,17117,57952,12789,24000,116619
101899,"M","西区",0,0,58400,1000,0,3000,0,62400
101900,"F","西区",0,0,0,0,39430,3440,0,42870
101901,"M","北区",0,0,0,17010,0,0,0,17010
101902,"M","北区",0,0,22716,24688,52246,56316,35900,191866
101904,"F","西区",0,0,0,9912,18700,0,11830,40442
101908,"M","北区",0,2850,0,65638,0,61600,28800,158888
101912,"M","北区",0,6335,1020,22124,9130,15976,3920,58505
101913,"F","東区",0,0,24970,9400,70440,4875,14100,123785
101916,"F","東区",25702,11180,21934,11474,31537,20265,4728,126820
101918,"M","北区",0,21357,34000,18932,154261,3900,0,232450
101920,"M","西区",0,16980,12600,11988,14475,3140,0,59183
101921,"M","西区",4786,39640,1194,34142,5400,0,6800,91962
101924,"F","東区",0,3909,0,81463,13570,74846,1370,175158
101925,"M","北区",6970,3326,9440,28320,42672,27870,7090,125688
101929,"F","東区",4256,82936,2000,81360,10300,1449,41899,224200
101930,"F","西区",0,4902,0,38042,10260,87106,0,140310
101934,"F","東区",0,9382,0,42044,78900,3800,0,134126
101935,"F","東区",0,0,10190,2493,21030,4750,0,38463
101936,"F","東区",0,2420,17740,11800,14560,3480,20220,70220
101937,"M","東区",12720,32683,38860,108538,99968,258932,5918,557619
101938,"F","北区",0,5960,0,40564,1980,11542,0,60046
101939,"F","北区",0,0,3700,0,13369,10150,9800,37019
101940,"F","北区",0,0,0,64323,4709,16461,30888,116381
101942,"M","西区",0,2996,0,4508,3920,5931,9978,27333
101943,"F","北区",,1800,10260,4680,0,4828,0,21568
101944,"M","北区",0,13050,0,17730,53600,14048,0,98428
101945,"M","北区",0,22790,0,9915,0,7969,1130,41804
101954,"M","西区",0,9000,15384,43140,5538,17442,0,90504
101958,"M","東区",1060,48991,0,2900,11190,3279,0,67420
101959,"M","北区",0,0,28600,10244,89110,1596,7980,137530
101962,"M","東区",0,13490,0,31274,3660,0,0,48424
101963,"F","西区",0,17180,0,8772,1083,8497,4878,40410
101964,"M","北区",0,0,0,2880,34355,0,1794,39029
101965,"M","北区",27880,1058,0,14586,21880,67380,17927,150711
101967,"M","東区",0,2800,17818,34141,0,72765,1190,128714
101968,"F","西区",0,18780,0,32304,0,0,0,51084
101970,"F","西区",0,9368,61970,10920,56977,16120,2620,157975
101973,"F","北区",0,0,23980,0,11000,0,0,34980
101975,"F","西区",0,11845,7000,17560,68200,11540,0,116145
101976,"F","北区",0,108410,0,34290,77475,5750,9140,235065
101980,"F","西区",11150,18275,28964,36992,45828,62300,37710,241219
101982,"F","北区",4256,19274,1178,10945,2660,1520,3140,42973
101985,"F","西区",0,34360,17660,46152,111117,41360,3050,253699
101988,"F","西区",6968,114495,1820,28938,100842,8420,1800,263283
101990,"M","北区",0,4689,0,30210,0,0,1160,36059
101992,"M","北区",0,0,42964,44006,10041,15676,3299,115986
101995,"F","東区",0,0,0,0,41810,0,0,41810
101997,"F","東区",6249,13597,6300,89334,37117,113107,14850,280554
101998,"F","北区",1502,13008,4940,9784,69308,29221,3962,131725
101999,"F","西区",4455,143670,72795,85998,324858,81610,22683,736069
102001,"F","北区",0,32800,13200,27988,63826,23650,96980,258444
102003,"M","西区",5340,23853,31922,39313,1490,59842,22227,183987
102004,"M","北区",0,4558,0,11235,3894,8332,1198,29217
102005,"M","東区",0,7593,9330,13960,45986,0,1600,78469
102010,"F","西区",0,15148,3000,6375,0,15343,1470,41336
102011,"F","東区",6650,0,12506,9099,68950,2750,0,99955
102012,"M","東区",0,6000,0,24320,47520,0,27600,105440
102015,"F","東区",0,17230,8780,17303,21160,24537,24758,113768
102018,"M","北区",0,0,0,0,38605,1800,89500,129905
102021,"M","東区",5276,57209,1538,6244,38520,4480,3333,116600
102023,"M","北区",0,0,0,4425,5350,49370,0,59145
102024,"M","東区",3939,8428,0,10150,5660,6900,7300,42377
102027,"M","北区",0,0,0,1533,11431,1072,0,14036
102029,"M","北区",18800,6130,11220,8281,14420,41838,74398,175087
102030,"F","北区",0,4800,72383,9546,41372,4835,0,132936
102034,"F","西区",0,0,1440,14260,11120,5935,0,32755
102038,"M","東区",0,7560,251200,31796,51500,2025,0,344081
102039,"M","北区",0,11727,4560,34560,83548,14477,6395,155267
102041,"F","東区",0,81097,6179,0,26119,0,0,113395
102045,"M","東区",24312,30485,42026,851608,80926,34508,90458,1154323
102049,"M","北区",0,0,0,13370,5280,6330,0,24980
102051,"M","東区",0,0,0,31400,0,0,0,31400
102052,"M","東区",3060,14903,10792,19478,1200,6720,9231,65384
102063,"M","北区",0,13424,5077,45340,18148,0,23974,105963
102064,"F","西区",0,139500,3797,53160,14000,47930,54150,312537
102065,"F","北区",46284,32621,10699,33467,9922,3060,28578,164631
102066,"M","西区",0,62650,0,23760,0,0,36615,123025
102068,"F","西区",0,0,0,24017,4000,3725,5320,37062
102071,"M","西区",0,0,0,0,19080,11000,1960,32040
102078,"M","西区",0,3404,0,22185,0,8778,0,34367
102082,"M","北区",0,0,4851,8037,3140,14915,0,30943
102083,"M","西区",11040,30859,5435,71110,67687,23620,28800,238551
102085,"M","北区",3320,0,4400,15070,13112,4785,19054,59741
102086,"F","西区",0,0,3868,9630,13262,0,18430,45190
102090,"F","東区",4980,52167,6978,20529,10861,16895,13077,125487
102091,"M","北区",0,24293,7810,21236,14704,64820,10490,143353
102095,"M","北区",0,29410,0,4780,0,80863,9248,124301
102098,"M","北区",90890,19400,23047,20195,73632,2300,22687,252151
102103,"M","北区",54150,47388,12088,1050,10520,0,1264,126460
102105,"F","北区",0,0,0,36152,15098,11600,10446,73296
102109,"M","北区",30502,17851,1310,38042,35542,0,21083,144330
102110,"F","西区",0,0,0,0,46920,0,0,46920
102112,"M","北区",11881,55135,25840,165971,47091,33470,61228,400616
102117,"M","東区",5637,10646,36196,166667,33861,17185,4744,274936
102119,"F","北区",639604,223189,13507,155380,456561,72120,29939,1590300
102122,"M","北区",0,1196,0,22276,88784,0,9642,121898
102123,"M","東区",0,17288,1275,66626,19200,1830,61240,167459
102126,"F","東区",13608,1720,7500,24600,31866,5740,7220,92254
102129,"F","北区",0,3344,1885,24253,0,4411,17626,51519
102130,"M","東区",76312,2070,0,7710,33304,18610,0,138006
102131,"F","西区",0,0,2805,14345,17690,3240,77995,116075
102135,"M","北区",11122,2714,6990,16600,11530,16326,24690,89972
102136,"M","北区",0,61150,16442,3760,24210,25635,9030,140227
102138,"F","東区",3418,17655,7559,19515,1290,2000,7825,59262
102140,"F","西区",1960,25546,37689,20392,35309,25738,13808,160442
102143,"M","西区",0,0,0,18797,22234,0,10400,51431
102144,"M","東区",0,0,60468,15946,0,0,0,76414
102145,"M","東区",0,6510,10440,93849,8870,6705,27900,154274
102146,"M","東区",4240,31713,33731,56422,8925,20776,3348,159155
102148,"M","東区",3906,10286,1046,7355,0,10448,1030,34071
102149,"M","北区",0,0,22790,0,3682,74640,0,101112
102155,"M","北区",79282,190927,17165,180614,27713,11990,6377,514068
102157,"M","北区",29294,18370,37777,89743,84040,42055,18561,319840
102163,"M","東区",0,0,21300,29040,13480,48754,25600,138174
102164,"M","東区",0,3500,0,13819,26664,0,0,43983
102165,"M","東区",25908,14847,1440,5630,42145,2571,1380,93921
102166,"M","東区",13022,23432,22623,32584,43400,37029,0,172090
102167,"F","西区",0,0,0,10220,58416,0,0,68636
102168,"M","北区",91196,41124,41615,2915,2386,5430,39206,223872
102172,"F","北区",0,11400,3610,4625,17630,6566,0,43831
102175,"F","北区",7196,97389,0,4648,64640,11800,121709,307382
102177,"F","西区",0,40500,22000,0,73840,0,0,136340
102179,"F","東区",0,0,0,25791,33844,13760,1120,74515
102180,"M","東区",22283,200950,0,69029,36298,0,12750,341310
102181,"F","西区",0,23860,0,2335,7520,0,0,33715
102184,"M","東区",0,43999,1840,11419,19694,15726,7920,100598
102187,"F","西区",39068,9324,22045,33652,43420,0,1200,148709
102188,"M","北区",0,0,8050,22697,0,5506,4280,40533
102189,"M","東区",0,2664,0,1350,71957,3040,0,79011
102190,"M","北区",0,0,0,18700,44654,0,132582,195936
102196,"F","西区",0,0,0,6940,0,0,3195,10135
102197,"F","西区",0,0,0,7920,88240,0,0,96160
102198,"M","北区",0,4680,10910,21008,13662,21086,42900,114246
102199,"F","北区",1404,9341,0,1680,11114,4980,2270,30789
102207,"F","西区",51520,27340,30510,25940,18771,23067,5840,182988
102208,"M","西区",0,0,55070,7900,15020,14860,3360,96210
102211,"M","西区",0,20754,10000,7632,18392,2160,5400,64338
102212,"F","北区",0,13238,0,0,0,6890,20369,40497
102213,"M","西区",0,20031,8790,0,59124,21080,1050,110075
102215,"M","東区",3154,5249,0,43800,32725,0,0,84928
102217,"F","北区",0,159536,97729,28892,260048,123288,36091,705584
102218,"F","西区",44964,0,0,0,0,0,0,44964
102219,"F","東区",0,0,0,0,79650,0,0,79650
102222,,"北区",0,4000,0,10680,4894,9140,0,28714
102223,"F","西区",0,0,6960,25720,148137,2277,0,183094
102226,"M","北区",0,0,31504,1020,19980,0,0,52504
102229,"F","北区",0,13739,7360,0,1900,11000,11145,45144
102230,"M","東区",0,0,0,108969,0,52772,31281,193022
102233,"F","東区",0,0,0,3000,49878,9300,0,62178
102235,"M","東区",0,3330,4320,7060,4877,10920,8380,38887
102236,"F","西区",6650,35703,6247,41245,33587,8235,10110,141777
102239,"F","北区",6780,35160,0,18816,2067,82481,0,145304
102241,"F","西区",0,0,0,0,37680,11940,0,49620
102242,"M","東区",6380,6475,8435,53284,3384,46387,3684,128029
102245,"M","北区",3990,87579,64239,98225,35303,0,4770,294106
102247,"F","東区",0,0,13200,0,21700,2186,30900,67986
102248,"F","北区",0,2900,11941,8450,16480,19055,3248,62074
102250,"F","西区",0,39050,0,5778,14820,20934,73263,153845
102253,"F","東区",10875,4530,0,30381,12220,19483,0,77489
102256,"F","西区",127138,41718,9785,227882,105119,120659,29143,661444
102259,"M","西区",0,2701,0,22750,10590,41000,10192,87233
102261,"M","北区",8278,48227,1194,30095,44653,54198,76106,262751
102262,"F","東区",0,50586,0,26439,30000,0,12750,119775
102266,"M","西区",57202,0,0,1000,43680,4180,17300,123362
102267,"F","北区",0,16031,0,3000,0,98000,0,117031
102268,"M","北区",0,0,0,2910,17119,1980,0,22009
102270,"F","西区",8710,0,0,20316,31600,0,4400,65026
102279,"F","東区",41735,24442,203066,52898,22565,74500,89480,508686
102284,"F","西区",2500,0,4400,27550,5278,24768,7056,71552
102285,"M","西区",0,25596,0,6513,4380,4338,0,40827
102287,"M","西区",0,13366,42788,37963,21044,9423,16815,141399
102288,"M","北区",4727,74462,4998,65128,87952,1596,35936,274799
102290,"F","東区",0,0,0,0,27760,3270,0,31030
102291,"M","北区",0,27058,26860,7400,0,24340,39002,124660
102292,"M","東区",0,14900,1440,8550,9960,0,3000,37850
102295,"M","北区",28216,7904,45795,10841,57119,2140,31887,183902
102297,"F","北区",15039,23494,20265,36670,0,17640,12676,125784
102298,"M","西区",1340,34639,0,5333,3867,1216,24023,70418
102299,"F","北区",0,10490,5793,95451,6208,60610,19050,197602
102300,"M","西区",4675,14304,4500,6420,1320,0,1017,32236
102302,"M","北区",0,123300,0,0,191598,0,0,314898
102303,"F","東区",55200,9194,39876,3520,11640,8435,16480,144345
102304,,"北区",0,10987,1606,3164,1590,12761,1480,31588
102306,"F","北区",0,7149,12894,17845,9081,21760,10580,79309
102307,,"北区",0,3020,4917,9948,6640,8188,0,32713
102308,"M","西区",12750,6302,4080,32536,29360,35716,5846,126590
102310,"M","東区",0,11880,12650,84595,3000,112747,10070,234942
102314,"M","東区",30024,133115,16820,136910,120060,27470,3500,467899
102315,"M","西区",0,70020,24140,22043,0,0,0,116203
102316,"M","西区",0,0,0,30910,0,22220,0,53130
102317,"M","西区",0,15115,0,23506,18500,0,0,57121
102318,"F","西区",0,26448,0,18430,33354,4100,0,82332
102319,"F","東区",5432,4662,8240,9370,7265,1140,3256,39365
102320,"M","東区",0,5535,2412,4792,0,0,0,12739
102321,"M","西区",0,0,0,15650,5410,0,43242,64302
102325,"M","北区",0,8334,0,12760,3780,0,0,24874
102326,"F","西区",4796,17074,38370,48896,54916,24135,1530,189717
102327,"F","北区",29925,16421,8980,19840,1400,6300,32750,115616
102329,"F","東区",0,7750,0,44180,0,94556,0,146486
102331,"M","東区",0,0,3780,0,0,0,188640,192420
102333,"F","東区",5230,6071,0,5740,0,0,3723,20764
102334,"M","東区",7768,91120,3168,0,7846,0,0,109902
102336,"M","北区",0,8630,9370,25796,22440,65971,1826,134033
102337,"F","北区",78967,18278,26683,48418,75650,35370,23831,307197
102339,"F","西区",26268,2252,0,91130,0,7900,1824,129374
102340,"M","東区",0,40142,0,16850,84042,3666,16010,160710
102341,"F","北区",2734,7260,1853,0,2600,0,11208,25655
102345,"M","東区",5000,8368,29205,4438,4272,29782,22725,103790
102348,"M","東区",3240,13990,4980,5664,27300,1750,0,56924
102351,"M","東区",6226,38711,5962,23545,4829,6568,11298,97139
102352,"M","西区",0,14304,0,5700,8910,4640,9100,42654
102354,"M","東区",42438,24704,0,27098,0,9480,14210,117930
102361,"F","西区",0,0,5380,275230,0,8830,0,289440
102362,"F","東区",0,3500,3100,28121,0,13090,9400,57211
102363,"M","東区",0,104046,14800,58450,139172,123025,90463,529956
102364,"F","東区",0,0,13960,0,22260,0,0,36220
102367,"F","西区",0,3875,0,0,21360,0,0,25235
102368,"F","東区",2120,0,23600,1520,0,48710,44748,120698
102369,"F","東区",2924,16988,0,4351,0,0,0,24263
102371,"M","西区",78214,246111,176479,130967,200912,184860,79165,1096708
102372,"F","西区",111585,97713,46959,35950,28693,19910,46755,387565
102374,"F","西区",34279,561160,65054,220480,182970,148191,111156,1323290
102375,"F","北区",0,0,0,8500,38520,0,13860,60880
102376,"M","西区",0,1980,0,38302,2960,16110,2730,62082
102377,"M","北区",3450,0,0,0,10830,0,24885,39165
102379,"F","東区",0,3826,2016,8970,25775,7900,10752,59239
102380,"F","北区",30445,12102,10180,2907,37302,13460,16850,123246
102381,"F","北区",1120,6540,2720,82152,0,40440,0,132972
102382,"M","西区",0,0,9790,0,25520,0,0,35310
102385,"M","西区",0,0,0,1300,32750,11390,0,45440
102388,"F","東区",101149,185453,21435,134720,55903,151770,15933,666363
102389,"F","東区",132990,74940,11933,25374,164106,152410,2304,564057
102390,"F","北区",0,0,56165,18900,60731,35200,0,170996
102391,"M","東区",3920,0,51952,86240,86380,27044,24846,280382
102392,"F","北区",13335,10175,4130,48322,12175,48422,15630,152189
102393,"M","北区",12920,45670,4000,54017,7110,138365,51104,313186
102395,"F","西区",171200,0,22090,22880,15661,1760,0,233591
102397,"F","北区",46224,4318,50233,207098,66794,39298,97443,511408
102398,"M","東区",4400,1694,1200,3500,7320,17736,3600,39450
102400,"M","東区",0,0,10242,13984,30933,2814,0,57973
102402,"M","北区",0,3570,0,4400,7703,0,5420,21093
102405,"M","東区",0,0,40320,8160,0,0,0,48480
102407,"F","西区",0,7779,0,0,0,5214,0,12993
102408,"M","北区",0,19980,0,0,46333,32732,0,99045
102409,"M","北区",0,1292,1440,3500,19170,1980,0,27382
102410,"M","東区",0,30852,12217,35310,46300,7710,44151,176540
102411,"M","北区",0,5860,30260,40677,30320,92864,1240,201221
102412,"M","北区",0,60078,7980,69637,10195,9608,1221,158719
102414,"M","東区",11925,5198,18083,1490,6080,0,0,42776
102417,"M","西区",0,31111,54614,253188,55305,72601,10825,477644
102419,"F","東区",0,6925,2475,45823,3560,3960,34884,97627
102420,"M","北区",22638,11732,35179,47593,254700,353265,24807,749914
102422,"M","西区",4161,3500,5074,71836,76596,67135,0,228302
102424,"F","北区",0,6400,10140,1560,10542,10660,18800,58102
102426,"F","東区",1774,0,3456,4684,6420,6777,0,23111
102427,"M","東区",0,0,0,0,85233,0,0,85233
102430,"M","東区",0,15318,13651,0,9920,3840,0,42729
102433,"M","東区",14730,130318,16230,50389,75600,24789,20506,332562
102434,"F","北区",1060,128210,0,11076,35695,35200,26770,238011
102437,"F","西区",0,599527,22810,207657,74697,14820,174460,1093971
102438,"M","東区",0,0,1800,9150,8068,2450,5500,26968
102439,"M","西区",12920,62950,17630,53230,1134,0,31915,179779
102444,"F","東区",0,0,0,2160,19700,3000,0,24860
102446,"F","北区",0,101794,0,78265,143840,0,33252,357151
102447,"M","北区",4490,22213,0,8235,43053,3400,43005,124396
102448,,"北区",16300,1618,27222,18300,11442,3450,4128,82460
102451,"F","西区",0,13320,0,0,3980,0,0,17300
102454,"F","北区",0,0,0,1400,46720,6500,0,54620
102456,"M","東区",0,21800,8600,29526,24940,1200,13200,99266
102457,"M","東区",0,2620,47100,47880,11692,3240,47426,159958
102459,"F","東区",0,0,0,10500,29000,0,0,39500
102460,"M","西区",1404,4325,11691,2030,5037,2300,28903,55690
102462,"M","東区",0,0,0,3520,124060,8288,0,135868
102465,"F","東区",0,37180,0,26940,16020,5340,0,85480
102468,"F","北区",8964,60618,20913,36567,14830,3851,1690,147433
102469,"F","西区",0,3160,4665,18406,7152,0,1260,34643
102471,"M","西区",34936,81157,100828,23394,227969,2546,0,470830
102472,"F","西区",2508,7965,0,3420,46200,35410,5344,100847
102473,"M","北区",0,0,0,0,18862,0,0,18862
102475,"F","北区",11856,24750,5390,0,3850,0,0,45846
102477,"M","西区",1395,5116,16279,7974,19672,21420,2680,74536
102479,"F","東区",1960,8496,8370,25092,11979,9292,13740,78929
102483,"F","北区",0,3988,17200,0,3880,0,0,25068
102484,"M","西区",74400,8400,0,31992,3300,35175,0,153267
102485,"M","西区",14415,343556,138828,222372,80489,108953,85429,994042
102488,"F","西区",11015,158251,13560,157339,142210,37090,10075,529540
102489,"M","東区",36662,1400,1395,67226,6620,0,5210,118513
102497,"M","西区",3680,1620,0,58154,0,0,5580,69034
102501,"F","西区",0,0,0,0,140940,0,0,140940
102505,"F","東区",0,0,0,0,44863,0,2034,46897
102506,"M","東区",0,9600,80769,0,1782,6670,1200,100021
102507,"M","西区",14040,63260,18040,46514,1500,3135,19175,165664
102508,"M","西区",0,19300,12000,44750,9380,0,0,85430
102509,"F","西区",10460,22562,5360,3480,19000,11901,16645,89408
102510,"F","北区",0,61505,23442,39600,74914,124360,90360,414181
102511,"F","西区",8675,19583,0,2890,6350,1440,4288,43226
102512,"M","西区",30150,6462,3140,0,35595,5960,0,81307
102513,"M","西区",24450,9600,6677,13870,7846,0,13097,75540
102514,"M","東区",0,1982,0,9234,15294,0,4528,31038
102516,"F","東区",0,137100,0,24109,22441,59420,0,243070
102518,"M","北区",0,0,0,60656,20700,1360,2600,85316
102521,"F","西区",6135,23139,3500,70529,9130,9340,122432,244205
102522,"M","東区",15454,48460,21160,54293,48462,0,5508,193337
102523,"M","東区",0,21031,7546,20316,14330,25000,26400,114623
102524,"F","西区",0,2880,4400,59480,11382,9030,20927,108099
102526,"M","西区",0,90588,0,0,35640,0,17200,143428
102529,"F","西区",0,0,47845,24272,21644,26486,11940,132187
102530,"F","北区",12300,22040,108000,163666,100539,7725,530982,945252
102532,"F","西区",16156,4326,0,84084,110800,22235,3070,240671
102533,"M","西区",0,9132,10784,6940,0,9212,0,36068
102534,"F","西区",0,0,0,0,11840,0,18800,30640
102535,"F","東区",9899,6391,0,6960,5674,28184,10200,67308
102537,"F","西区",35092,25332,44102,20682,47203,21760,37461,231632
102539,"M","北区",0,42570,0,0,59790,0,0,102360
102540,"M","東区",0,0,26500,0,126000,0,0,152500
102542,"M","西区",3094,0,5480,16031,1840,4146,1690,32281
102545,"F","北区",0,8626,6480,15760,5690,44898,0,81454
102547,"F","東区",0,41285,33969,32185,1368,2100,0,110907
102549,"M","東区",0,0,0,26190,14372,0,0,40562
102550,"M","東区",0,0,0,0,100822,2954,0,103776
102551,"F","北区",87800,4600,6815,38270,8960,0,0,146445
102552,"F","東区",75426,78734,19654,103786,156098,36479,120077,590254
102556,"M","北区",15502,12400,15010,16301,2400,2980,0,64593
102557,"F","北区",0,4247,27658,39352,0,1476,30780,103513
102560,"F","西区",3400,12600,1310,30470,22694,2954,0,73428
102561,"F","西区",0,2920,2296,11387,14101,2831,11560,45095
102562,"F","東区",5100,71886,7200,13130,220430,1350,55745,374841
102565,"F","西区",0,7000,0,13862,15254,4300,7680,48096
102568,"M","東区",0,0,0,20770,0,4430,8225,33425
102569,"F","北区",0,11813,4616,17938,6593,11904,22388,75252
102570,"M","北区",0,,0,0,0,0,17650,27558
102571,"F","西区",0,0,0,14161,7194,5505,7580,34440
102573,"M","西区",0,55159,0,41336,36332,4770,369900,507497
102576,"M","西区",7846,17216,0,21360,0,2880,0,49302
102578,"F","西区",0,2000,0,14964,0,6220,2400,25584
102579,"F","西区",15300,34543,0,33789,0,0,51000,134632
102580,"M","東区",0,76580,3040,23120,19012,6550,15800,144102
102581,"F","北区",11330,46093,71423,115040,33200,58954,10020,346060
102583,"M","東区",2079,1620,1791,79004,22027,20613,0,127134
102585,"M","北区",0,0,0,37200,24050,3050,0,64300
102586,"F","北区",0,28591,6628,70048,13882,86754,49673,255576
102588,"M","東区",0,9118,18430,50306,29280,5792,3780,116706
102592,"M","東区",2673,25069,0,21117,28240,2880,11955,91934
102593,"F","東区",3680,8000,0,0,42625,6380,6000,66685
102595,"M","東区",0,18000,0,0,7562,2448,0,28010
102596,"F","東区",0,15566,0,15734,0,0,0,31300
102599,"M","西区",1881,0,1200,8470,35674,0,15850,63075
102600,"M","西区",3320,1710,4708,44995,0,11270,23677,89680
102606,"F","東区",42080,51720,0,10580,136176,4090,64400,309046
102609,"M","西区",8082,20877,14760,22708,19487,69918,30780,186612
102611,"M","北区",0,17580,7960,9440,54055,4980,0,94015
102612,"F","東区",0,47416,0,31920,27320,0,2490,109146
102613,"F","西区",0,8231,0,13960,40800,63218,0,126209
102615,"M","西区",3400,8576,11073,3240,0,27137,9191,62617
102616,"M","北区",0,0,0,0,31060,0,0,31060
102617,"F","西区",0,0,0,5711,78134,15337,0,99182
102618,"M","北区",7775,15454,4082,14863,22911,39083,63671,167839
102619,"F","西区",21234,0,12981,125910,85952,47266,41010,334353
102620,"F","東区",0,0,5390,7720,3880,6600,7371,30961
102621,"M","東区",25854,36851,37134,142327,47472,41183,19071,349892
102626,"M","東区",0,9039,0,17642,2140,3896,1928,34645
102627,"F","東区",0,43514,19479,40020,29291,21093,16110,169507
102636,"M","東区",13336,187330,32671,130659,16514,76675,7914,465099
102641,"M","西区",0,19575,1440,24122,18511,6340,4760,74748
102642,"F","西区",0,160873,0,29705,0,0,36110,226688
102643,"M","北区",9800,275685,3000,28652,669038,0,0,986175
102645,"F","西区",1995,20131,0,3004,26438,3688,0,55256
102646,"F","西区",10794,42410,31010,50219,35731,57306,25497,252967
102648,"M","北区",0,0,28540,1500,14204,18880,2652,65776
102649,"F","東区",0,3231,0,37482,26472,0,3260,70445
102653,"M","東区",0,1458,2880,27444,10932,112441,0,155155
102656,"M","東区",0,3080,0,9800,11492,14670,14100,53142
102658,"F","北区",29820,0,17038,11730,7565,4263,8080,78496
102660,"M","東区",0,0,13860,0,0,9547,0,23407
102661,"M","北区",0,10260,20436,18532,157005,13680,9050,228963
102662,"F","北区",0,0,12450,2870,14028,0,8700,38048
102663,"F","西区",0,85668,503630,80609,47702,27037,0,744646
102664,"M","東区",0,2940,1440,9570,81750,6600,13752,116052
102665,"F","北区",34130,88594,91629,56456,37271,88663,91434,488177
